Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr,Column3
Alessandra Ammara,Italy,28,Preliminary Round,Scarlatti,Sonata in D Minor K.32,Semifinal,10th,Baroque
Alessandra Ammara,Italy,28,Preliminary Round,Scarlatti,Sonata in A Major K.39,Semifinal,10th,Baroque
Alessandra Ammara,Italy,28,Preliminary Round,Scarlatti,Sonata in E Major K.20,Semifinal,10th,Baroque
Alessandra Ammara,Italy,28,Preliminary Round,Scarlatti,Sonata in G Major K.125,Semifinal,10th,Baroque
Alessandra Ammara,Italy,28,Preliminary Round,Scriabin,Sonata No.5 in f-sharp major Op.53,Semifinal,10th,Romantic
Alessandra Ammara,Italy,28,Preliminary Round,Ravel,Gaspard de la nuit,Semifinal,10th,Impressionistic
Alessandra Ammara,Italy,28,Semifinal Recital,Debussy,Images Book I,Semifinal,10th,Impressionistic
Alessandra Ammara,Italy,28,Semifinal Recital,Liebermann,Three Impromptus,Semifinal,10th,Contemporary
Alessandra Ammara,Italy,28,Semifinal Recital,AlbEniz,El Albaicín from Iberia Book III,Semifinal,10th,Romantic
Alessandra Ammara,Italy,28,Semifinal Recital,Chopin,Twenty-four Preludes Op.28,Semifinal,10th,Romantic
Alessandra Ammara,Italy,28,Semifinal Chamber Music,Schumann,Piano Quintet in E-flat Major Op.44,Semifinal,10th,Romantic
Alessandra Ammara,Italy,28,Final Round,Chopin,Piano Concerto No.2 in F Minor Op.21,Semifinal,10th,Romantic
Alessandra Ammara,Italy,28,Final Round,Ravel,Piano Concerto in G Major,Semifinal,10th,Impressionistic
Andrew Armstrong,United States,23,Preliminary Round,Beethoven,"Sonata in C minor Op.13 ""Pathetique""",Preliminary,10th,Classical
Andrew Armstrong,United States,23,Preliminary Round,Prokofiev,Sonata No.4 in C Minor Op.29,Preliminary,10th,Contemporary
Andrew Armstrong,United States,23,Preliminary Round,Chopin,Nocturne in F-sharp Major Op.15 No.2,Preliminary,10th,Romantic
Andrew Armstrong,United States,23,Preliminary Round,Chopin,Variations Brillantes in B-flat Major Op.12,Preliminary,10th,Romantic
Andrew Armstrong,United States,23,Preliminary Round,Chopin,Scherzo No.1 in B Minor Op.20,Preliminary,10th,Romantic
Andrew Armstrong,United States,23,Semifinal Round,Dvořák,Piano Quintet in A Major Op.81,Preliminary,10th,Romantic
Andrew Armstrong,United States,23,Semifinal Recital,Brahms,Sonata No.1 in C Major Op.1,Preliminary,10th,Romantic
Andrew Armstrong,United States,23,Semifinal Recital,Ravel,Le Tombeau de Couperin,Preliminary,10th,Impressionistic
Andrew Armstrong,United States,23,Semifinal Recital,Liszt,Liebestraum No.3 in A-flat Major,Preliminary,10th,Romantic
Andrew Armstrong,United States,23,Semifinal Recital,Liszt,Transcendental Etude No.10,Preliminary,10th,Romantic
Andrew Armstrong,United States,23,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Andrew Armstrong,United States,23,Final Round,Mozart,Piano Concerto No.17 in G Major K.453,Preliminary,10th,Classical
Andrew Armstrong,United States,23,Final Round,Rachmaninoff,Piano Concerto No.1 in F-sharp Minor Op.1,Preliminary,10th,Romantic
Yuri Bogdanov,Russia,25,Preliminary Round,Bach-Busoni,Chaconne in D Minor,Preliminary,10th,Baroque
Yuri Bogdanov,Russia,25,Preliminary Round,Debussy,Images Book I,Preliminary,10th,Impressionistic
Yuri Bogdanov,Russia,25,Preliminary Round,Schumann,Carnaval Op.9,Preliminary,10th,Romantic
Yuri Bogdanov,Russia,25,Semifinal Round,Franck,Piano Quintet in F Minor,Preliminary,10th,Romantic
Yuri Bogdanov,Russia,25,Semifinal Recital,Schubert,Drei Klavierstücke D.946,Preliminary,10th,Romantic
Yuri Bogdanov,Russia,25,Semifinal Recital,Gubaidulina,Chaconne,Preliminary,10th,Contemporary
Yuri Bogdanov,Russia,25,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Yuri Bogdanov,Russia,25,Semifinal Recital,Mussorgsky,Pictures at an Exhibition,Preliminary,10th,Romantic
Yuri Bogdanov,Russia,25,Final Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,10th,Classical
Yuri Bogdanov,Russia,25,Final Round,Liszt,Piano Concerto No.1 in E-flat Major,Preliminary,10th,Romantic
Victor Chestopal,Russia,21,Preliminary Round,Liszt,Transcendental Etude No.4,Semifinal,10th,Romantic
Victor Chestopal,Russia,21,Preliminary Round,Debussy,Etude Pour les cinq doigts,Semifinal,10th,Impressionistic
Victor Chestopal,Russia,21,Preliminary Round,Mussorgsky,Pictures at an Exhibition,Semifinal,10th,Romantic
Victor Chestopal,Russia,21,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,Semifinal,10th,Romantic
Victor Chestopal,Russia,21,Semifinal Recital,Bolcom,Nine Bagatelles,Semifinal,10th,Contemporary
Victor Chestopal,Russia,21,Semifinal Recital,Beethoven,Sonata in A-flat Major Op.110,Semifinal,10th,Classical
Victor Chestopal,Russia,21,Semifinal Recital,Liszt,Sonata in B Minor,Semifinal,10th,Romantic
Victor Chestopal,Russia,21,Semifinal Recital,Balakirev,Islamey,Semifinal,10th,Romantic
Victor Chestopal,Russia,21,Final Round,Bach,Piano Concerto in D Minor BWV 1052,Semifinal,10th,Baroque
Victor Chestopal,Russia,21,Final Round,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Semifinal,10th,Romantic
Naida Cole,Canada,22,Preliminary Round,Corigliano,Etude Fantasy,Semifinal,10th,Contemporary
Naida Cole,Canada,22,Preliminary Round,Ravel,Gaspard de la nuit,Semifinal,10th,Impressionistic
Naida Cole,Canada,22,Preliminary Round,Liszt,Hungarian Rhapsody No.6,Semifinal,10th,Romantic
Naida Cole,Canada,22,Semifinal Chamber Music,Dvořák,Piano Quintet in A Major Op.81,Semifinal,10th,Romantic
Naida Cole,Canada,22,Semifinal Recital,Bolcom,Nine Bagatelles,Semifinal,10th,Contemporary
Naida Cole,Canada,22,Semifinal Recital,Schubert,Drei Klavierstücke D.946,Semifinal,10th,Romantic
Naida Cole,Canada,22,Semifinal Recital,Chopin,Twenty-four Preludes Op.28,Semifinal,10th,Romantic
Naida Cole,Canada,22,Final Round,Beethoven,Piano Concerto No.4 in G Major Op.58,Semifinal,10th,Classical
Naida Cole,Canada,22,Final Round,Rachmaninoff,Piano Concerto No.2 in C Minor Op.18,Semifinal,10th,Romantic
Michail Dantchenko,Ukraine,19,Preliminary Round,Clementi,Sonata in F-sharp Minor Op.26 No.2,Semifinal,10th,Classical
Michail Dantchenko,Ukraine,19,Preliminary Round,Brahms,Variations on a Theme of Paganini Books I and II,Semifinal,10th,Romantic
Michail Dantchenko,Ukraine,19,Preliminary Round,Prokofiev,Sonata No.7 in B-flat Major Op.83,Semifinal,10th,Contemporary
Michail Dantchenko,Ukraine,19,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,Semifinal,10th,Romantic
Michail Dantchenko,Ukraine,19,Semifinal Recital,Schumann,Carnaval Op.9,Semifinal,10th,Romantic
Michail Dantchenko,Ukraine,19,Semifinal Recital,Liszt,Spanish Rhapsody,Semifinal,10th,Romantic
Michail Dantchenko,Ukraine,19,Semifinal Recital,Bolcom,Nine Bagatelles,Semifinal,10th,Contemporary
Michail Dantchenko,Ukraine,19,Semifinal Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Semifinal,10th,Romantic
Michail Dantchenko,Ukraine,19,Final Round,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Semifinal,10th,Classical
Michail Dantchenko,Ukraine,19,Final Round,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Semifinal,10th,Romantic
Alexandre Dossin,Brazil,26,Preliminary Round,Mozart,Sonata in C Major K.330,Preliminary,10th,Classical
Alexandre Dossin,Brazil,26,Preliminary Round,Liszt,Sonata in B Minor,Preliminary,10th,Romantic
Alexandre Dossin,Brazil,26,Preliminary Round,Prokofiev,Toccata in D Minor Op.11,Preliminary,10th,Contemporary
Alexandre Dossin,Brazil,26,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,Preliminary,10th,Romantic
Alexandre Dossin,Brazil,26,Semifinal Recital,Mozart,Nine Variations on a Minuet by Duport K.573,Preliminary,10th,Classical
Alexandre Dossin,Brazil,26,Semifinal Recital,Chopin,Scherzo No.1 in B Minor Op.20,Preliminary,10th,Romantic
Alexandre Dossin,Brazil,26,Semifinal Recital,Chopin,Scherzo No.2 in B-flat Minor Op.31,Preliminary,10th,Romantic
Alexandre Dossin,Brazil,26,Semifinal Recital,Brahms,Three Intermezzi Op.117,Preliminary,10th,Romantic
Alexandre Dossin,Brazil,26,Semifinal Recital,Villa-Lobos,Choros No.5 from Alma Brasileira,Preliminary,10th,Contemporary
Alexandre Dossin,Brazil,26,Semifinal Recital,Ginastera,Sonata No.1 Op.22,Preliminary,10th,Contemporary
Alexandre Dossin,Brazil,26,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Alexandre Dossin,Brazil,26,Final Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,10th,Classical
Alexandre Dossin,Brazil,26,Final Round,Rachmaninoff,Rhapsody on a Theme of Paganini Op.43,Preliminary,10th,Romantic
Filippo Gamba,Italy,28,Preliminary Round,Beethoven,Six Bagatelles Op.126,Finalist,10th,Classical
Filippo Gamba,Italy,28,Preliminary Round,Schumann,Humoreske in B-flat Major Op.20,Finalist,10th,Romantic
Filippo Gamba,Italy,28,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,Finalist,10th,Romantic
Filippo Gamba,Italy,28,Semifinal Recital,Brahms,Fantasies Op.116,Finalist,10th,Romantic
Filippo Gamba,Italy,28,Semifinal Recital,Bolcom,Nine Bagatelles,Finalist,10th,Contemporary
Filippo Gamba,Italy,28,Semifinal Recital,Prokofiev,Sonata No.8 in B-flat Major Op.84,Finalist,10th,Contemporary
Filippo Gamba,Italy,28,Final Round,Mozart,Piano Concerto No.13 in C Major K.415,Finalist,10th,Classical
Filippo Gamba,Italy,28,Final Round,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Finalist,10th,Romantic
Joel Hastings,Canada,27,Preliminary Round,Bach-Saint-Saëns,Overture to Cantata No.29,Preliminary,10th,Baroque
Joel Hastings,Canada,27,Preliminary Round,Mendelssohn,Variations SErieuses Op.54,Preliminary,10th,Romantic
Joel Hastings,Canada,27,Preliminary Round,Vine,Sonata No.1,Preliminary,10th,Contemporary
Joel Hastings,Canada,27,Preliminary Round,Liszt,Totentanz,Preliminary,10th,Romantic
Joel Hastings,Canada,27,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,Preliminary,10th,Romantic
Joel Hastings,Canada,27,Semifinal Recital,Bach,Prelude and Fugue in E-flat Major BWV 852,Preliminary,10th,Baroque
Joel Hastings,Canada,27,Semifinal Recital,Beethoven,Sonata in C Major Op.2 No.3,Preliminary,10th,Classical
Joel Hastings,Canada,27,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Joel Hastings,Canada,27,Semifinal Recital,Chopin,Etude in G-sharp Minor Op.25 No.6,Preliminary,10th,Romantic
Joel Hastings,Canada,27,Semifinal Recital,Scriabin,Etude in D-flat Major Op.8 No.10,Preliminary,10th,Romantic
Joel Hastings,Canada,27,Semifinal Recital,Barber,Sonata Op.26,Preliminary,10th,Contemporary
Joel Hastings,Canada,27,Final Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,10th,Classical
Joel Hastings,Canada,27,Final Round,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,10th,Romantic
Stanislav Ioudenitch,Russia,25,Preliminary Round,Liszt,Spanish Rhapsody,Semifinal,10th,Romantic
Stanislav Ioudenitch,Russia,25,Preliminary Round,Mozart,Sonata in D Major K.284,Semifinal,10th,Classical
Stanislav Ioudenitch,Russia,25,Preliminary Round,Stravinsky,Trois mouvements de Petrouchka,Semifinal,10th,Contemporary
Stanislav Ioudenitch,Russia,25,Semifinal Chamber Music,Dvořák,Piano Quintet in A Major Op.81,Semifinal,10th,Romantic
Stanislav Ioudenitch,Russia,25,Semifinal Recital,Prokofiev,Sarcasms Op.17,Semifinal,10th,Contemporary
Stanislav Ioudenitch,Russia,25,Semifinal Recital,Bach,Partita No.2 in C Minor BWV 826,Semifinal,10th,Baroque
Stanislav Ioudenitch,Russia,25,Semifinal Recital,Liszt,Hungarian Rhapsody No.6,Semifinal,10th,Romantic
Stanislav Ioudenitch,Russia,25,Semifinal Recital,Bolcom,Nine Bagatelles,Semifinal,10th,Contemporary
Stanislav Ioudenitch,Russia,25,Semifinal Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Semifinal,10th,Romantic
Stanislav Ioudenitch,Russia,25,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Semifinal,10th,Classical
Stanislav Ioudenitch,Russia,25,Final Round,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Semifinal,10th,Romantic
Jan Gottlieb Jiracek,Germany,24,Preliminary Round,Bach-Busoni,Chaconne in D Minor,Finalist,10th,Baroque
Jan Gottlieb Jiracek,Germany,24,Preliminary Round,Schubert,"Fantasie in C major op.15 ""Wanderer""",Finalist,10th,Romantic
Jan Gottlieb Jiracek,Germany,24,Preliminary Round,Scriabin,Sonata No.5 in f-sharp major Op.53,Finalist,10th,Romantic
Jan Gottlieb Jiracek,Germany,24,Semifinal Chamber Music,Schumann,Piano Quintet in E-flat Major Op.44,Finalist,10th,Romantic
Jan Gottlieb Jiracek,Germany,24,Semifinal Recital,Beethoven,Sonata in G Major Op.31 No.1,Finalist,10th,Classical
Jan Gottlieb Jiracek,Germany,24,Semifinal Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,Finalist,10th,Romantic
Jan Gottlieb Jiracek,Germany,24,Semifinal Recital,Bolcom,Nine Bagatelles,Finalist,10th,Contemporary
Jan Gottlieb Jiracek,Germany,24,Final Round,Beethoven,Piano Concerto No.3 in C Minor Op.37,Finalist,10th,Classical
Jan Gottlieb Jiracek,Germany,24,Final Round,Liszt,Piano Concerto No.1 in E-flat Major,Finalist,10th,Romantic
Yakov Kasman,Russia,30,Preliminary Round,Rachmaninoff,Sonata No.1 in D Minor Op.28,2nd,10th,Romantic
Yakov Kasman,Russia,30,Preliminary Round,Medtner,Fairy Tale Op.26 No.3,2nd,10th,Romantic
Yakov Kasman,Russia,30,Preliminary Round,Stravinsky,Trois mouvements de Petrouchka,2nd,10th,Contemporary
Yakov Kasman,Russia,30,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,2nd,10th,Romantic
Yakov Kasman,Russia,30,Semifinal Recital,Schumann,Allegro in B Minor Op.8,2nd,10th,Romantic
Yakov Kasman,Russia,30,Semifinal Recital,Ravel,La Valse,2nd,10th,Impressionistic
Yakov Kasman,Russia,30,Semifinal Recital,Bolcom,Nine Bagatelles,2nd,10th,Contemporary
Yakov Kasman,Russia,30,Semifinal Recital,Haydn,Sonata in G Major Hob.XVI:40,2nd,10th,Classical
Yakov Kasman,Russia,30,Semifinal Recital,Prokofiev,Sonata No.8 in B-flat Major Op.84,2nd,10th,Contemporary
Yakov Kasman,Russia,30,Final Round,Shostakovich,Piano Concerto No.1 in C Minor Op.35,2nd,10th,Contemporary
Yakov Kasman,Russia,30,Final Round,Rachmaninoff,Piano Concerto No.3 in D Minor Op.30,2nd,10th,Romantic
Yong-Kyu Lee,Korea,24,Preliminary Round,Wagner-Liszt,Isolde's Liebestod,Preliminary,10th,Romantic
Yong-Kyu Lee,Korea,24,Preliminary Round,Brahms,Variations on a Theme of Paganini Book I,Preliminary,10th,Romantic
Yong-Kyu Lee,Korea,24,Preliminary Round,Brahms,Intermezzo in A Major Op.118 No.2,Preliminary,10th,Romantic
Yong-Kyu Lee,Korea,24,Preliminary Round,Brahms,Variations on a Theme of Paganini Book II,Preliminary,10th,Romantic
Yong-Kyu Lee,Korea,24,Preliminary Round,Ravel,La Valse,Preliminary,10th,Impressionistic
Yong-Kyu Lee,Korea,24,Semifinal Chamber Music,Franck,Piano Quintet in F Minor,Preliminary,10th,Romantic
Yong-Kyu Lee,Korea,24,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Yong-Kyu Lee,Korea,24,Semifinal Recital,Scarlatti,Sonata in D Minor K.213,Preliminary,10th,Baroque
Yong-Kyu Lee,Korea,24,Semifinal Recital,Mozart,Sonata in E Major K.381,Preliminary,10th,Classical
Yong-Kyu Lee,Korea,24,Semifinal Recital,Ravel,Gaspard de la nuit,Preliminary,10th,Impressionistic
Yong-Kyu Lee,Korea,24,Semifinal Recital,Elgar-Lee,Pomp and Circumstance,Preliminary,10th,Romantic
Yong-Kyu Lee,Korea,24,Semifinal Recital,Messiaen,Le baiser de l'enfant JEsus from Vingt regards sur l'enfant JEsus,Preliminary,10th,Contemporary
Yong-Kyu Lee,Korea,24,Semifinal Recital,Liszt,REminiscences de Don Juan,Preliminary,10th,Romantic
Yong-Kyu Lee,Korea,24,Final Round,Mozart,Piano Concerto No.24 in C Minor K.491,Preliminary,10th,Classical
Yong-Kyu Lee,Korea,24,Final Round,Prokofiev,Piano Concerto No.2 in G Minor Op.16,Preliminary,10th,Contemporary
Aleksandar Madžar,Yugoslavia,28,Preliminary Round,Bach,Partita No.4 in D Major BWV 828,Semifinal,10th,Baroque
Aleksandar Madžar,Yugoslavia,28,Preliminary Round,Ravel,Miroirs,Semifinal,10th,Impressionistic
Aleksandar Madžar,Yugoslavia,28,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,Semifinal,10th,Romantic
Aleksandar Madžar,Yugoslavia,28,Semifinal Recital,Schumann,Fantasy in C Major Op.17,Semifinal,10th,Romantic
Aleksandar Madžar,Yugoslavia,28,Semifinal Recital,Prokofiev,Visions fugitives Op.22,Semifinal,10th,Contemporary
Aleksandar Madžar,Yugoslavia,28,Semifinal Recital,Chopin,Andante Spianato and Grande Polonaise Brillante in E-flat Major Op.22,Semifinal,10th,Romantic
Aleksandar Madžar,Yugoslavia,28,Semifinal Recital,Bolcom,Nine Bagatelles,Semifinal,10th,Contemporary
Aleksandar Madžar,Yugoslavia,28,Final Round,Mozart,Piano Concerto No.17 in G Major K.453,Semifinal,10th,Classical
Aleksandar Madžar,Yugoslavia,28,Final Round,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Semifinal,10th,Romantic
Anton Mordasov,Russia,25,Preliminary Round,Bach-Busoni,Chaconne in D Minor,Preliminary,10th,Baroque
Anton Mordasov,Russia,25,Preliminary Round,Chopin,"Polonaise in A-flat Major Op.53 ""Heroic""",Preliminary,10th,Romantic
Anton Mordasov,Russia,25,Preliminary Round,Rachmaninoff,Moment musicalin B Minor Op.16 No.3,Preliminary,10th,Romantic
Anton Mordasov,Russia,25,Preliminary Round,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,10th,Romantic
Anton Mordasov,Russia,25,Semifinal Chamber Music,Brahms,Piano Quintet in F Minor Op.34,Preliminary,10th,Romantic
Anton Mordasov,Russia,25,Semifinal Recital,Beethoven,Sonata in C Major Op.2 No.3,Preliminary,10th,Classical
Anton Mordasov,Russia,25,Semifinal Recital,Brahms,Three Intermezzi Op.117,Preliminary,10th,Romantic
Anton Mordasov,Russia,25,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Anton Mordasov,Russia,25,Semifinal Recital,Liszt,FunErailles,Preliminary,10th,Romantic
Anton Mordasov,Russia,25,Semifinal Recital,Liszt,Hungarian Rhapsody No.6,Preliminary,10th,Romantic
Anton Mordasov,Russia,25,Final Round,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,10th,Classical
Anton Mordasov,Russia,25,Final Round,Prokofiev,Piano Concerto No.3 in C Major Op.26,Preliminary,10th,Contemporary
Susumu Aoyagi,Japan,27,Preliminary Round,Beethoven,Sonata in A Major Op.101,Preliminary,10th,Classical
Susumu Aoyagi,Japan,27,Preliminary Round,Liszt,Hungarian Rhapsody No.10,Preliminary,10th,Romantic
Susumu Aoyagi,Japan,27,Preliminary Round,Ravel,Gaspard de la nuit,Preliminary,10th,Impressionistic
Susumu Aoyagi,Japan,27,Semifinal Chamber Music,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,10th,Romantic
Susumu Aoyagi,Japan,27,Semifinal Recital,Shostakovich,Prelude and Fugue in D Minor Op.87 No.24,Preliminary,10th,Contemporary
Susumu Aoyagi,Japan,27,Semifinal Recital,Janáček,Sonata 1.X.1905,Preliminary,10th,Contemporary
Susumu Aoyagi,Japan,27,Semifinal Recital,Chopin,Sonata No.3 in B Minor Op.58,Preliminary,10th,Romantic
Susumu Aoyagi,Japan,27,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Susumu Aoyagi,Japan,27,Semifinal Recital,Ravel,La Valse,Preliminary,10th,Impressionistic
Susumu Aoyagi,Japan,27,Semifinal Recital,Moszkowski,Etincelles,Preliminary,10th,Romantic
Susumu Aoyagi,Japan,27,Final Round,Schumann,Piano Concerto in A Minor Op.54,Preliminary,10th,Romantic
Susumu Aoyagi,Japan,27,Final Round,Rachmaninoff,Rhapsody on a Theme of Paganini Op.43,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Preliminary,Haydn,Sonata in C major Hob.XVI:50,Preliminary,10th,Classical
Olga Pushechnikova,Russia,22,Preliminary,Schumann,Carnaval Op.9,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Preliminary,Taneyev,Prelude and Fugue in G-sharp minor Op.29,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Preliminary,Balakirev,Islamey,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Semifinal Recital,Rachmaninoff,Sonata No.2 in B-flat minor Op.36,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Semifinal Recital,Scriabin,"Sonata No.9 Op.68 ""Black Mass""",Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Olga Pushechnikova,Russia,22,Semifinal Recital,Chopin,fantasy in F minor Op.49,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Semifinal Recital,Liszt,REminiscences de Don Juan,Preliminary,10th,Romantic
Olga Pushechnikova,Russia,22,Final Concerti,Shostakovich,Piano Concerto No.1 in C minor Op.35,Preliminary,10th,Contemporary
Olga Pushechnikova,Russia,22,Final Concerti,Rachmaninoff,Piano Concerto No.3 in D minor Op.30,Preliminary,10th,Romantic
Aviram Reichert,Israel,25,Preliminary,Beethoven,Sonata in E major Op.109,3rd,10th,Classical
Aviram Reichert,Israel,25,Preliminary,Schubert,Sonata in A minor D. 784,3rd,10th,Romantic
Aviram Reichert,Israel,25,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,3rd,10th,Romantic
Aviram Reichert,Israel,25,Semifinal Recital,Schubert,Sonata in C minor D. 958,3rd,10th,Romantic
Aviram Reichert,Israel,25,Semifinal Recital,Scriabin,Sonata No.5 in f-sharp major Op.53,3rd,10th,Romantic
Aviram Reichert,Israel,25,Semifinal Recital,Bolcom,Nine Bagatelles,3rd,10th,Contemporary
Aviram Reichert,Israel,25,Semifinal Recital,Chopin,Nocturne in C minor Op.48 No.1,3rd,10th,Romantic
Aviram Reichert,Israel,25,Semifinal Recital,Chopin,Etude in B minor Op.25 No.10,3rd,10th,Romantic
Aviram Reichert,Israel,25,Final Concerti,Mozart,Piano Concerto No.20 in D minor K.466,3rd,10th,Classical
Aviram Reichert,Israel,25,Final Concerti,Prokofiev,Piano Concerto No.3 in C major Op.26,3rd,10th,Contemporary
Fernando Rossano,Italy,29,Preliminary,Haydn,Sonata in E minor Hob.XVI:34,Preliminary,10th,Classical
Fernando Rossano,Italy,29,Preliminary,Beethoven,Sonata in E-flat major Op.31 No.3,Preliminary,10th,Classical
Fernando Rossano,Italy,29,Preliminary,Liszt,Mephisto Waltz No.1,Preliminary,10th,Romantic
Fernando Rossano,Italy,29,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,10th,Romantic
Fernando Rossano,Italy,29,Semifinal Recital,Mozart,Sonata in D major K.576,Preliminary,10th,Classical
Fernando Rossano,Italy,29,Semifinal Recital,Grieg,Holberg Suite Op.40,Preliminary,10th,Romantic
Fernando Rossano,Italy,29,Semifinal Recital,Chopin,Ballade No.1 in G minor Op.23,Preliminary,10th,Romantic
Fernando Rossano,Italy,29,Semifinal Recital,Verdi-Liszt,Paraphrase of Rigoletto,Preliminary,10th,Romantic
Fernando Rossano,Italy,29,Semifinal Recital,Ravel,La Valse,Preliminary,10th,Impressionistic
Fernando Rossano,Italy,29,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Fernando Rossano,Italy,29,Final Concerti,Mozart,Piano Concerto No.21 in C major K.467,Preliminary,10th,Classical
Fernando Rossano,Italy,29,Final Concerti,Brahms,Piano Concerto No.1 in D minor Op.15,Preliminary,10th,Romantic
Per Rundberg,Sweden,25,Preliminary,Ligeti,Etude Book I No.5: Arc-en-ciel,Preliminary,10th,Contemporary
Per Rundberg,Sweden,25,Preliminary,Ligeti,Etude Book I No.4: Fanfares,Preliminary,10th,Contemporary
Per Rundberg,Sweden,25,Preliminary,Ligeti,Etude Book I No.2: Cordes à vide,Preliminary,10th,Contemporary
Per Rundberg,Sweden,25,Preliminary,Haydn,Sonata in E major Hob.XVI:31,Preliminary,10th,Classical
Per Rundberg,Sweden,25,Preliminary,Liszt,Hungarian Rhapsody No.12,Preliminary,10th,Romantic
Per Rundberg,Sweden,25,Preliminary,Debussy,Nocturne in D-flat major,Preliminary,10th,Impressionistic
Per Rundberg,Sweden,25,Preliminary,Scriabin,Fantasy in B minor Op.28,Preliminary,10th,Romantic
Per Rundberg,Sweden,25,Semifinal Chamber,Dvořák,Piano Quintet in A major Op.81,Preliminary,10th,Romantic
Per Rundberg,Sweden,25,Semifinal Recital,Scarlatti,Sonata in G major K.146,Preliminary,10th,Baroque
Per Rundberg,Sweden,25,Semifinal Recital,Scarlatti,Sonata in D major K.145,Preliminary,10th,Baroque
Per Rundberg,Sweden,25,Semifinal Recital,Scarlatti,Sonata in B minor K.27,Preliminary,10th,Baroque
Per Rundberg,Sweden,25,Semifinal Recital,Debussy,Images Book II,Preliminary,10th,Impressionistic
Per Rundberg,Sweden,25,Semifinal Recital,Chopin,Sonata No.3 in B minor Op.58,Preliminary,10th,Romantic
Per Rundberg,Sweden,25,Semifinal Recital,Scriabin,Sonata No.10 Op.70,Preliminary,10th,Romantic
Per Rundberg,Sweden,25,Semifinal Recital,Bolcom,Nine Bagatelles,Preliminary,10th,Contemporary
Per Rundberg,Sweden,25,Final Concerti,Mozart,Piano Concerto No.11 in F major K.413,Preliminary,10th,Classical
Per Rundberg,Sweden,25,Final Concerti,Prokofiev,Piano Concerto No.3 in C major Op.26,Preliminary,10th,Contemporary
Yuan Sheng,China,25,Preliminary,Liszt,"Concert Etude No.2 in F Minor ""La Leggierezza""",Preliminary,10th,Romantic
Yuan Sheng,China,25,Preliminary,Beethoven,Sonata in A-flat major Op.110,Preliminary,10th,Classical
Yuan Sheng,China,25,Preliminary,AlbEniz,El Albaicín from Iberia Book III,Preliminary,10th,Romantic
Yuan Sheng,China,25,Preliminary,Debussy,Ce qu'a vu le vent d'Ouest from Preludes Book I,Preliminary,10th,Impressionistic
